Date,Close,Volume,Open,High,Low
03/02/2015,$39.465,39552010,$40.54,$40.668,$39.165
03/03/2015,$39.912,22154000,$39.362,$40.0487,$39.064
03/04/2015,$40.487,21076275,$39.85,$40.504,$39.442
03/05/2015,$40.126,24350655,$40.57,$41.238,$40.03
03/06/2015,$38.776,33527255,$39.842,$40.15,$38.4302
03/09/2015,$38.176,33662555,$38.878,$38.898,$37.65
03/10/2015,$38.064,27695205,$37.692,$38.7,$37.52
03/11/2015,$38.748,24842030,$38.23,$39.236,$38.202
03/12/2015,$38.214,20698845,$38.75,$38.89,$37.95
03/13/2015,$37.736,27106465,$37.79,$38.35,$37.464
03/16/2015,$39.14,28085140,$38.4,$39.182,$37.96
03/17/2015,$38.946,24451325,$39.086,$39.742,$38.788
03/18/2015,$40.142,23984365,$38.992,$40.176,$38.622
03/19/2015,$39.13,42344230,$40.4,$40.918,$38.906
03/20/2015,$39.616,21250380,$39.49,$39.798,$39.1242
03/23/2015,$39.926,13112460,$39.7,$40.1,$39.494
03/24/2015,$40.344,18204330,$40.316,$40.758,$39.95
03/25/2015,$38.86,28607910,$39.654,$39.718,$38.54
03/26/2015,$38.081,20600920,$38.784,$38.958,$37.94
03/27/2015,$37,42982815,$37.814,$37.858,$36.28
03/30/2015,$38.114,50311550,$37.17,$38.45,$36.36
03/31/2015,$37.754,25089750,$38.706,$38.752,$37.682
04/01/2015,$37.518,18957395,$37.74,$38.46,$37.21
04/02/2015,$38.2,25023710,$38.046,$38.646,$38
04/06/2015,$40.62,62113850,$39.6,$41.55,$39.5
04/07/2015,$40.65,21701475,$40.502,$41.012,$40.228
04/08/2015,$41.534,31398565,$41.64,$42.18,$41.174
04/09/2015,$42.018,18899265,$41.686,$42.074,$41.224
04/10/2015,$42.18,20104250,$41.97,$42.33,$41.8
04/13/2015,$41.956,18786100,$42.087,$42.6,$41.81
04/14/2015,$41.492,15095435,$41.714,$41.898,$41.1
04/15/2015,$41.566,9719010,$41.492,$41.918,$41.32
04/16/2015,$41.34,8285090,$41.54,$41.834,$41.258
04/17/2015,$41.358,12327755,$40.998,$41.376,$40.7
04/20/2015,$41.054,12794565,$41.356,$41.57,$40.77
04/21/2015,$41.882,17080885,$41.16,$42.15,$40.862
04/22/2015,$43.888,39277565,$42.5,$44.376,$42.338
04/23/2015,$43.72,22041920,$43.654,$44.296,$43.43
04/24/2015,$43.685,12131780,$44.1,$44.16,$43.602
04/27/2015,$46.31,58295500,$44.512,$47.75,$44.4
04/28/2015,$46.096,30400890,$46.95,$47.1,$45.606
04/29/2015,$46.49,19656435,$46.01,$46.994,$45.526
04/30/2015,$45.21,19461150,$46.078,$46.578,$45.034
05/01/2015,$45.206,26384620,$45.988,$46.354,$44.081
05/04/2015,$46.102,22136295,$45.636,$46.946,$45.422
05/05/2015,$46.59,28913655,$47.552,$47.9,$45.826
05/06/2015,$46.086,25418880,$46.82,$46.894,$45.64
05/07/2015,$47.36,47199510,$44.2,$47.496,$44.05
05/08/2015,$47.322,23327225,$47.198,$47.682,$46.74
05/11/2015,$47.898,28319000,$47.258,$48.576,$47.062
05/12/2015,$48.948,31728985,$48.022,$49.27,$47.638
05/13/2015,$48.636,27163445,$49.522,$49.66,$48.45
05/14/2015,$48.82,14235415,$48.964,$48.978,$48.25
05/15/2015,$49.768,22596685,$48.786,$49.88,$48.5
05/18/2015,$49.75,16749655,$49.4,$49.98,$49.2
05/19/2015,$49.428,18340995,$49.686,$50.2,$49.23
05/20/2015,$48.87,18747395,$49.426,$49.548,$48.2744
05/21/2015,$49.124,9832835,$48.606,$49.324,$48.4715
05/22/2015,$49.546,11096545,$49.076,$49.72,$49.002
05/26/2015,$49.491,17454980,$49.536,$50.4,$49.3
05/27/2015,$49.486,17019940,$49.702,$49.9,$49.11
05/28/2015,$50.29,18230315,$49.406,$50.36,$49.01
05/29/2015,$50.16,18925560,$50.2,$50.5735,$49.886
06/01/2015,$49.89,12511190,$50.282,$50.32,$49.494
06/02/2015,$49.67,10647190,$49.784,$49.88,$49.26
06/03/2015,$49.798,8890510,$49.64,$50.144,$49.402
06/04/2015,$49.184,12127940,$49.5,$49.86,$49.142
06/05/2015,$49.828,15099185,$49.2,$49.94,$49.136
06/08/2015,$51.258,25034720,$50.17,$51.75,$50.062
06/09/2015,$51.2,12980295,$51.08,$51.548,$50.828
06/10/2015,$50.14,17263155,$50.38,$50.8,$49.7
06/11/2015,$50.282,10204865,$50.652,$50.874,$50.086
06/12/2015,$50.138,7092285,$50.042,$50.692,$50.042
06/15/2015,$50.076,10914660,$49.94,$50.256,$49.202
06/16/2015,$50.624,9904590,$50.026,$50.688,$49.819
06/17/2015,$52.082,27502800,$50.434,$52.872,$50.404
06/18/2015,$52.378,13907205,$52.4,$52.692,$52.004
06/19/2015,$52.502,12294500,$52.48,$52.76,$52.02
06/22/2015,$51.958,22795360,$52.43,$52.88,$51.138
06/23/2015,$53.534,19323010,$52.064,$53.6,$51.714
06/24/2015,$53.034,12057460,$53.396,$53.47,$52.744
06/25/2015,$53.758,14224965,$53.29,$54.282,$53.05
06/26/2015,$53.418,19148300,$53.778,$53.822,$53.2
06/29/2015,$52.404,17357260,$52.39,$53.19,$52.14
06/30/2015,$53.652,15422175,$52.96,$54.184,$52.8
07/01/2015,$53.83,10500095,$54.222,$54.524,$53.5701
07/02/2015,$56.004,35777925,$56.039,$56.49,$54.662
07/06/2015,$55.944,20546295,$55.776,$56.338,$55.26
07/07/2015,$53.576,30481925,$55,$55.04,$52.154
07/08/2015,$50.992,31063050,$51.864,$52.16,$50.862
07/09/2015,$51.584,16648820,$51.816,$52.59,$51.358
07/10/2015,$51.83,13026075,$52.444,$52.6,$51.564
07/13/2015,$52.432,14756985,$52.45,$52.51,$51.21
07/14/2015,$53.13,9527845,$52.42,$53.198,$52.102
07/15/2015,$52.628,10034300,$53.348,$53.498,$52.416
07/16/2015,$53.336,7991265,$52.844,$53.44,$52.632
07/17/2015,$54.932,24983445,$54.5,$55.108,$53.65
07/20/2015,$56.452,24848770,$55,$57.33,$54.508
07/21/2015,$53.354,30458160,$54.01,$54.7,$53.31
07/22/2015,$53.574,15486630,$52.254,$53.888,$52.172
07/23/2015,$53.44,11112405,$53.93,$53.98,$53.054
07/24/2015,$53.082,14172605,$53.476,$54.218,$52.784
07/27/2015,$50.602,23444370,$52.486,$52.8864,$50.158
07/28/2015,$52.964,19396650,$51.15,$53.08,$50.3675
07/29/2015,$52.764,13914430,$52.854,$53.578,$52.4
07/30/2015,$53.358,10153025,$52.538,$53.388,$52.422
07/31/2015,$53.23,11090020,$53.52,$53.872,$53.0246
08/03/2015,$51.998,12735820,$53.258,$53.342,$51.414
08/04/2015,$53.256,11680760,$52.002,$53.344,$51.668
08/05/2015,$54.026,29846225,$52.716,$54.2,$52.08
08/06/2015,$49.226,73089100,$49.908,$51,$47.224
08/07/2015,$48.502,25348010,$48.716,$48.746,$47.678
08/10/2015,$48.228,20896535,$47.63,$48.594,$47.21
08/11/2015,$47.474,21304460,$47.43,$47.86,$46.888
08/12/2015,$47.634,18650690,$47,$47.954,$46.548
08/13/2015,$48.502,23416650,$47.972,$49.296,$47.824
08/14/2015,$48.63,21803465,$49.448,$49.586,$48.354
08/17/2015,$50.998,35841980,$51.112,$51.318,$50.102
08/18/2015,$52.144,20930255,$51.076,$52.19,$50.712
08/19/2015,$51.05,17994685,$52.066,$52.13,$51.004
08/20/2015,$48.436,24460850,$50.412,$50.912,$48.38
08/21/2015,$46.154,32892175,$47.2,$48.76,$46.102
08/24/2015,$43.774,47812420,$40.558,$46.28,$39
08/25/2015,$44.006,21568395,$46.104,$46.18,$43.824
08/26/2015,$44.968,24756500,$45.586,$45.6,$43.102
08/27/2015,$48.598,38228865,$46.2,$48.95,$46.162
08/28/2015,$49.696,27536680,$48.372,$50.29,$48.314
08/31/2015,$49.812,23441865,$49.124,$50.99,$49.102
09/01/2015,$47.726,27219505,$48.068,$49.2,$47.394
09/02/2015,$49.538,22954285,$49.06,$49.576,$47.956
09/03/2015,$49.114,20924040,$50.412,$50.416,$49
09/04/2015,$48.386,18437280,$48.178,$48.818,$47.64
09/08/2015,$49.634,15649355,$49.01,$49.832,$48.81
09/09/2015,$49.782,16924905,$50.41,$50.85,$49.6606
09/10/2015,$49.696,13534370,$49.446,$50.1446,$49.066
09/11/2015,$50.048,11734010,$49.528,$50.048,$48.946
09/14/2015,$50.638,14428050,$50.22,$50.85,$49.934
09/15/2015,$50.714,14658035,$50.55,$50.92,$49.9
09/16/2015,$52.45,22028530,$50.608,$52.576,$50.576
09/17/2015,$52.414,17876105,$52.792,$53.1,$52.138
09/18/2015,$52.124,18803220,$51.592,$52.764,$51.5
09/21/2015,$52.84,30573075,$52.796,$54.314,$51.16
09/22/2015,$52.188,18303215,$51.806,$52.53,$51.174
09/23/2015,$52.212,12985850,$52.39,$52.416,$51.5168
09/24/2015,$52.624,17213340,$51.906,$52.69,$51.242
09/25/2015,$51.382,18856975,$53.322,$53.382,$51.23
09/28/2015,$49.686,24465565,$51.47,$51.958,$49.322
09/29/2015,$49.33,18479860,$50.092,$50.946,$49.092
09/30/2015,$49.68,24628755,$50.4,$50.48,$48.468
10/01/2015,$47.976,22841305,$49.502,$49.7,$47.426
10/02/2015,$49.514,22038075,$47.12,$49.54,$46.986
10/05/2015,$49.23,18422450,$49.768,$49.968,$48.826
10/06/2015,$48.292,26173395,$48,$48.606,$47.116
10/07/2015,$46.392,34022165,$47.326,$47.54,$45.824
10/08/2015,$45.344,30629970,$46.016,$46.144,$44.262
10/09/2015,$44.138,30768770,$44.186,$44.874,$43.672
10/12/2015,$43.116,19080855,$44.598,$44.6,$43.054
10/13/2015,$43.85,25840810,$42.656,$44.5044,$42.226
10/14/2015,$43.376,15472180,$44.134,$44.19,$43.086
10/15/2015,$44.262,14179600,$43.286,$44.346,$42.74
10/16/2015,$45.402,21637870,$44.608,$46.0961,$44.574
10/19/2015,$45.62,12534180,$45.3,$46.23,$44.988
10/20/2015,$42.606,74385100,$45.544,$45.72,$40.4
10/21/2015,$42.018,20889780,$42.398,$42.962,$41.76
10/22/2015,$42.344,14094005,$42.312,$43.15,$41.88
10/23/2015,$41.818,21132055,$43,$43.07,$41.538
10/26/2015,$43.052,16941135,$42.276,$43.176,$42
10/27/2015,$42.07,17564160,$42.968,$43.42,$41.502
10/28/2015,$42.592,13634400,$42.262,$42.69,$41.66
10/29/2015,$42.326,8973715,$42.35,$42.7496,$42.128
10/30/2015,$41.386,22162165,$42.08,$42.326,$40.778
11/02/2015,$42.758,19622570,$41.784,$43.16,$41.444
11/03/2015,$41.67,40325455,$42.77,$42.888,$41.55
11/04/2015,$46.326,63567650,$45.4,$46.548,$45.04
11/05/2015,$46.354,22474720,$46.116,$46.9169,$45.838
11/06/2015,$46.472,12221320,$46.14,$46.6718,$45.9
11/09/2015,$45.066,19230895,$46.598,$46.598,$44.862
11/10/2015,$43.3,23062040,$44.696,$44.74,$43.216
11/11/2015,$43.816,16687505,$43.554,$43.896,$42.726
11/12/2015,$42.588,14567555,$43.57,$43.8,$42.532
11/13/2015,$41.438,17115695,$42.59,$42.598,$41.304
11/16/2015,$42.862,14601810,$41.218,$42.996,$41.16
11/17/2015,$42.8,10741630,$43.04,$43.2,$42.28
11/18/2015,$44.214,14051000,$42.9,$44.276,$42.504
11/19/2015,$44.36,12497965,$44.108,$45.238,$44.06
11/20/2015,$44.002,21970995,$44.698,$45,$42.716
11/23/2015,$43.55,12625980,$43.47,$43.836,$42.936
11/24/2015,$43.65,12391945,$43.074,$44.2,$43
11/25/2015,$45.928,19934725,$44.268,$46.165,$44.075
11/27/2015,$46.322,9746765,$46.212,$46.45,$45.402
11/30/2015,$46.052,12956025,$46.358,$46.856,$45.816
12/01/2015,$47.438,18642810,$46.212,$47.6,$46.21
12/02/2015,$46.398,14903220,$47.4,$47.72,$46.246
12/03/2015,$46.542,14686165,$47.096,$47.49,$46
12/04/2015,$46.076,12860070,$46.492,$46.654,$45.532
12/07/2015,$46.226,15704320,$45.54,$47.126,$45.23
12/08/2015,$45.344,13411295,$45.504,$45.76,$44.84
12/09/2015,$44.904,15285180,$45.34,$45.5,$44.144
12/10/2015,$45.414,10350440,$44.942,$45.698,$44.728
12/11/2015,$43.404,16295570,$45.048,$45.15,$43.328
12/14/2015,$43.716,14138985,$43.502,$44.184,$42.974
12/15/2015,$44.218,11208430,$44.364,$44.444,$43.6
12/16/2015,$46.902,25502215,$44.42,$46.976,$44.146
12/17/2015,$46.678,16472300,$46.788,$47.552,$45.963
12/18/2015,$46.092,15040285,$46.578,$47.18,$45.858
12/21/2015,$46.512,9757905,$46.338,$47.166,$46.216
12/22/2015,$45.99,9794180,$46.998,$47.31,$45.926
12/23/2015,$45.94,7755155,$46.436,$46.69,$45.626
12/24/2015,$46.114,3551385,$46.112,$46.376,$45.656
12/28/2015,$45.79,9500855,$46.298,$46.396,$45.108
12/29/2015,$47.438,12012190,$46.012,$47.544,$45.9094
12/30/2015,$47.618,18472240,$47.32,$48.7268,$47.1341
12/31/2015,$48.002,13569085,$47.702,$48.69,$47.674
01/04/2016,$44.682,34117550,$46.144,$46.276,$43.8
01/05/2016,$44.686,15927625,$45.272,$45.378,$44
01/06/2016,$43.808,18871765,$44,$44.01,$43.196
01/07/2016,$43.13,17753520,$42.838,$43.688,$42.734
01/08/2016,$42.2,17861800,$43.572,$44.088,$42.154
01/11/2016,$41.57,20454215,$42.802,$42.89,$40.6
01/12/2016,$41.994,15395255,$42.32,$42.7479,$41.062
01/13/2016,$40.062,20604965,$42.402,$42.53,$40
01/14/2016,$41.236,32452895,$40.442,$42,$38.676
01/15/2016,$40.998,26628865,$39.794,$41.014,$39.45
01/19/2016,$40.944,20156355,$41.742,$42.094,$40.156
01/20/2016,$39.74,29130550,$39.88,$40.256,$38.25
01/21/2016,$39.994,15822120,$40.31,$40.646,$39.004
01/22/2016,$40.51,15610330,$40.9602,$41.1,$39.806
01/25/2016,$39.276,13477040,$40.012,$40.714,$39.176
01/26/2016,$38.712,24784590,$39.34,$39.564,$37.776
01/27/2016,$37.614,17886765,$38.476,$38.652,$37.154
01/28/2016,$37.94,22931640,$38.158,$38.256,$36.482
01/29/2016,$38.24,14244645,$37.99,$38.748,$37.616
02/01/2016,$39.388,26478425,$37.752,$39.904,$36.55
02/02/2016,$36.556,28824085,$38.484,$38.624,$36.046
02/03/2016,$34.696,39638200,$36.718,$36.788,$34.036
02/04/2016,$35.066,21897210,$34.14,$35.196,$33.398
02/05/2016,$32.52,47172475,$34.26,$34.6,$31.5488
02/08/2016,$29.598,46533770,$31.421,$31.43,$29.2
02/09/2016,$29.65,43198305,$28.464,$31.958,$28.21
02/10/2016,$28.734,50523450,$30.1,$30.994,$28.348
02/11/2016,$30.094,71184500,$30.4,$32.652,$29.4
02/12/2016,$30.208,36166320,$31,$31.402,$28.74
02/16/2016,$31.034,27808190,$31.74,$32.59,$30.822
02/17/2016,$33.736,29101320,$31.8,$33.868,$31.336
02/18/2016,$33.354,19415535,$34.484,$34.59,$32.954
02/19/2016,$33.316,14779160,$32.732,$33.498,$32.5
02/22/2016,$35.548,25276700,$34.024,$35.782,$33.97
02/23/2016,$35.442,29914965,$35.232,$36.346,$34.736
02/24/2016,$35.8,26926845,$34.55,$35.9,$33.568
02/25/2016,$37.486,28635040,$35.73,$37.7038,$35.04
02/26/2016,$38.068,30270305,$37.74,$38.4,$37
02/29/2016,$38.386,22477010,$38.48,$39.27,$37.8444
03/01/2016,$37.27,33478520,$38.85,$39.1897,$36.54
03/02/2016,$37.668,24293155,$36.746,$37.704,$36.3
03/03/2016,$39.148,24114965,$37.656,$39.484,$36.844
03/04/2016,$40.208,32399290,$39.6,$40.806,$39.5
03/07/2016,$41.058,26655485,$39.536,$41.94,$39.48
03/08/2016,$40.52,20877490,$40.7,$41.5,$40.44
03/09/2016,$41.744,16037985,$40.904,$41.8745,$40.558
03/10/2016,$41.036,25958010,$42,$42.658,$40.1342
03/11/2016,$41.5,16695740,$41.586,$41.884,$41.066
03/14/2016,$43.03,20311520,$42.53,$43.344,$42.128
03/15/2016,$43.668,15666150,$42.854,$43.794,$42.3
03/16/2016,$44.386,17559365,$43.6,$44.516,$43.404
03/17/2016,$45.276,18845415,$44.294,$45.7,$44
03/18/2016,$46.548,23523805,$45.82,$46.896,$45.612
03/21/2016,$47.664,26445070,$47.068,$47.976,$47
03/22/2016,$46.848,21515260,$47.442,$47.798,$46.5116
03/23/2016,$44.516,24681015,$46.474,$46.946,$44.406
03/24/2016,$45.55,24783020,$43.156,$45.7775,$43
03/28/2016,$46.052,19392995,$46.322,$46.962,$45
03/29/2016,$46.026,20030185,$45.978,$46.476,$45.066
03/30/2016,$45.378,20128350,$47.018,$47.1,$45.3
03/31/2016,$45.954,39878190,$45.868,$47.484,$45.002
04/01/2016,$47.518,79899550,$48.965,$49.58,$46.65
04/04/2016,$49.398,66905800,$49.824,$50.424,$48.728
04/05/2016,$51.094,49657350,$48.1,$51.312,$48
04/06/2016,$53.084,58478800,$50.794,$53.548,$50.69
04/07/2016,$51.44,44227835,$53.29,$53.868,$50.902
04/08/2016,$50.014,36763535,$52.1,$52.164,$49.604
04/11/2016,$49.984,45782020,$50.2,$51.798,$49.06
04/12/2016,$49.564,28776755,$49.9,$50.36,$48.726
04/13/2016,$50.906,24607770,$49.702,$51.1,$49.466
04/14/2016,$50.372,20646290,$50.6,$51.3678,$50.21
04/15/2016,$50.902,18742965,$50.262,$50.92,$49.824
04/18/2016,$50.776,21316230,$50.446,$51.662,$50.332
04/19/2016,$49.474,31756800,$50.624,$50.874,$48.2502
04/20/2016,$49.994,25961715,$49.252,$50.732,$48.3
04/21/2016,$49.658,13885395,$49.798,$50.18,$49.382
04/22/2016,$50.75,18915630,$49.778,$50.8,$49.142
04/25/2016,$50.364,18325440,$50.602,$51.476,$50.152
04/26/2016,$50.748,16088895,$50.41,$51.146,$49.878
04/27/2016,$50.294,15990525,$50.55,$51,$49.88
04/28/2016,$49.542,12577975,$49.97,$50.686,$49.488
04/29/2016,$48.152,27025820,$49.628,$49.686,$47.562
05/02/2016,$48.36,19194790,$48.3,$48.638,$46.964
05/03/2016,$46.464,21481625,$47.472,$47.782,$46.324
05/04/2016,$44.512,42750020,$46.058,$46.892,$44.08
05/05/2016,$42.306,56241700,$45.692,$45.728,$41.958
05/06/2016,$42.986,28418375,$42.174,$43.274,$41.622
05/09/2016,$41.784,23864960,$43.144,$43.23,$41.36
05/10/2016,$41.738,20340265,$41.51,$41.894,$41
05/11/2016,$41.792,25798200,$41.518,$43.096,$41.21
05/12/2016,$41.456,18250375,$42.288,$42.334,$40.7314
05/13/2016,$41.522,14103080,$41.556,$42.24,$41.34
05/16/2016,$41.658,14728770,$41.63,$42.63,$41.584
05/17/2016,$40.932,14210140,$41.81,$41.964,$40.804
05/18/2016,$42.234,27763460,$41.83,$43.062,$41.55
05/19/2016,$43.042,34089610,$42.724,$43.358,$41.46
05/20/2016,$44.056,44982730,$43.398,$44.11,$43.27
05/23/2016,$43.244,25483755,$43.974,$44.52,$43.172
05/24/2016,$43.582,15046635,$43.32,$43.748,$43.036
05/25/2016,$43.916,15656395,$43.582,$44.272,$43.302
05/26/2016,$45.024,20332560,$44.1,$45.052,$43.81
05/27/2016,$44.608,18228960,$44.998,$45.186,$44.15
05/31/2016,$44.646,13933410,$44.608,$44.9499,$44.3
06/01/2016,$43.912,14911350,$44.296,$44.48,$43.378
06/02/2016,$43.792,10086395,$43.918,$43.9818,$43.422
06/03/2016,$43.798,11130550,$44,$44.388,$43.602
06/06/2016,$44.136,11213170,$43.6,$44.18,$43.09
06/07/2016,$46.468,30970770,$44.448,$46.888,$44.304
06/08/2016,$47.104,29825550,$46.76,$48.169,$46.521
06/09/2016,$45.872,22271110,$46.996,$47.066,$45.412
06/10/2016,$43.758,29972740,$45.478,$45.594,$43.6843
06/13/2016,$43.574,20939165,$43.9,$45.154,$43.532
06/14/2016,$42.992,17879110,$43.776,$44.44,$42.506
06/15/2016,$43.54,14525010,$43.39,$44.38,$43.026
06/16/2016,$43.586,12193460,$43.484,$43.608,$42.7
06/17/2016,$43.094,15538670,$43.562,$43.998,$42.9
06/20/2016,$43.94,17748840,$43.9,$44.75,$43.646
06/21/2016,$43.922,14278095,$44.136,$44.5138,$43.762
06/22/2016,$39.332,118530500,$39.894,$41.19,$39.15
06/23/2016,$39.28,50490950,$39.138,$39.51,$38.426
06/24/2016,$38.63,34944745,$38.01,$39.024,$37.946
06/27/2016,$39.71,36059115,$38.172,$39.762,$37.574
06/28/2016,$40.358,30794980,$40.378,$40.81,$39.882
06/29/2016,$42.038,29935600,$41.026,$42.356,$40.6
06/30/2016,$42.456,23972200,$42.594,$42.7,$41.804
07/01/2016,$43.3,26980150,$41.228,$43.648,$41.2
07/05/2016,$42.796,25849160,$41.946,$42.9088,$41.6
07/06/2016,$42.888,24551425,$42,$43.046,$41.8
07/07/2016,$43.188,18016925,$42.62,$43.624,$42.602
07/08/2016,$43.356,20335655,$43.56,$43.962,$42.9
07/11/2016,$44.956,26845330,$43.992,$45.356,$43.902
07/12/2016,$44.93,22869375,$44.82,$45.5,$44.644
07/13/2016,$44.506,17703495,$45.1,$45.118,$44.058
07/14/2016,$44.306,13289495,$44.624,$44.988,$44.21
07/15/2016,$44.08,11154105,$44.504,$44.55,$43.928
07/18/2016,$45.25,16972940,$43.928,$45.418,$43.66
07/19/2016,$45.052,15237675,$45,$45.82,$44.95
07/20/2016,$45.672,12780595,$45.294,$45.96,$45
07/21/2016,$44.1,22128780,$45.2,$45.5694,$43.82
07/22/2016,$44.454,12852310,$44.398,$44.9,$43.776
07/25/2016,$46.002,22397415,$44.454,$46.278,$44.2743
07/26/2016,$45.902,17136255,$45.538,$46,$45.06
07/27/2016,$45.698,14435140,$45.868,$46.672,$45.384
07/28/2016,$46.122,12077310,$45.59,$46.152,$45.32
07/29/2016,$46.958,15307870,$46.14,$47.056,$46.048
08/01/2016,$46.002,20070240,$47.1,$47.326,$45.876
08/02/2016,$45.44,19643530,$45.874,$45.974,$44.28
08/03/2016,$45.158,19043735,$45.474,$45.9398,$44.842
08/04/2016,$46.122,20710775,$45.138,$46.172,$44.41
08/05/2016,$46.006,15951710,$46,$46.4,$45.48
08/08/2016,$45.232,11297325,$45.6,$45.92,$45.218
08/09/2016,$45.816,10998830,$45.364,$46.3075,$45.33
08/10/2016,$45.13,11682480,$45.648,$45.974,$44.924
08/11/2016,$44.982,9384795,$45.234,$45.514,$44.682
08/12/2016,$45.122,9059250,$45.082,$45.33,$44.808
08/15/2016,$45.118,10089820,$45.204,$45.9,$44.986
08/16/2016,$44.722,11255575,$45.098,$45.438,$44.682
08/17/2016,$44.648,8932040,$44.866,$44.966,$44.56
08/18/2016,$44.702,8496500,$44.764,$45.132,$44.458
08/19/2016,$45,8293080,$44.708,$45.0338,$44.506
08/22/2016,$44.586,10308460,$44.834,$45.022,$44.536
08/23/2016,$44.968,23738725,$44.864,$45.698,$44.56
08/24/2016,$44.524,12834735,$45.41,$45.43,$44.444
08/25/2016,$44.192,8801060,$44.622,$44.76,$44.154
08/26/2016,$43.998,11190435,$44.428,$44.571,$43.764
08/29/2016,$43.04,16306905,$44.03,$44.08,$43
08/30/2016,$42.268,15821110,$43.222,$43.222,$42.104
08/31/2016,$42.402,16374270,$42.086,$42.52,$41.73
09/01/2016,$40.154,39662220,$41.802,$42.22,$40.1
09/02/2016,$39.556,29850770,$40.466,$40.64,$39.24
09/06/2016,$40.566,21930965,$39.804,$40.65,$39.8
09/07/2016,$40.342,18189590,$41.1,$41.2994,$40.142
09/08/2016,$39.472,16861465,$39.91,$39.978,$39.272
09/09/2016,$38.894,18768670,$39.818,$39.984,$38.74
09/12/2016,$39.66,18570245,$39,$40.2738,$38.82
09/13/2016,$39.21,17915700,$39.412,$39.698,$38.69
09/14/2016,$39.282,11280715,$39.15,$39.585,$38.9712
09/15/2016,$40.084,15414710,$39.298,$40.5039,$39.28
09/16/2016,$41.08,15521330,$40.084,$41.14,$39.8
09/19/2016,$41.268,11491590,$41.4,$41.886,$41
09/20/2016,$40.928,12042780,$41.37,$41.55,$40.782
09/21/2016,$41.044,13156425,$41.274,$41.4,$40.312
09/22/2016,$41.286,11908000,$41.28,$41.456,$40.6
09/23/2016,$41.49,14520625,$41.198,$42.036,$41.134
09/26/2016,$41.798,11966865,$41.3,$42.2,$41.3
09/27/2016,$41.162,16839535,$41.93,$41.9964,$40.9219
09/28/2016,$41.254,10396620,$41.502,$41.65,$41.052
09/29/2016,$40.14,13570200,$41.12,$41.466,$40.116
09/30/2016,$40.806,12908650,$40.442,$40.996,$39.91
10/03/2016,$42.74,29946710,$42.46,$43.1338,$41.65
10/04/2016,$42.282,17689765,$42.62,$42.664,$41.764
10/05/2016,$41.692,9362280,$42.448,$42.63,$41.624
10/06/2016,$40.2,23489685,$40.492,$40.842,$40.042
10/07/2016,$39.322,17447400,$40.2,$40.264,$39.16
10/10/2016,$40.19,16556700,$40.27,$40.828,$39.932
10/11/2016,$40.02,11633770,$40.37,$40.44,$39.662
10/12/2016,$40.302,9845495,$40.19,$40.776,$40.084
10/13/2016,$40.048,12475700,$40.1,$40.179,$39.41
10/14/2016,$39.302,21327355,$40.132,$40.286,$39.26
10/17/2016,$38.792,22591655,$39.41,$39.678,$38.4
10/18/2016,$39.82,28380230,$39.198,$39.894,$38.652
10/19/2016,$40.712,34830925,$39.948,$41.332,$39.612
10/20/2016,$39.82,25347050,$40.424,$40.6,$39.41
10/21/2016,$40.018,14684540,$39.72,$40.314,$39.482
10/24/2016,$40.552,13736720,$40.2,$40.789,$40.05
10/25/2016,$40.468,12210590,$40.58,$40.938,$40.24
10/26/2016,$40.448,26734465,$40.2,$40.638,$40.02
10/27/2016,$40.802,65354950,$42.268,$42.74,$40.33
10/28/2016,$39.994,21367280,$40.8,$41.064,$39.966
10/31/2016,$39.546,23456600,$40.498,$40.498,$39.162
11/01/2016,$38.158,35118370,$39.608,$39.7,$37.621
11/02/2016,$37.604,21211250,$38.01,$38.539,$37.501
11/03/2016,$37.484,13222750,$37.8,$38.294,$37.408
11/04/2016,$38.112,25719575,$37.8,$38.692,$37.192
11/07/2016,$38.642,19288410,$38.718,$38.858,$38.01
11/08/2016,$38.988,16264635,$38.758,$39.498,$38.252
11/09/2016,$38.012,40832235,$37.375,$38.4,$36.79
11/10/2016,$37.07,33731450,$38.21,$38.322,$36.084
11/11/2016,$37.712,19935455,$36.848,$37.776,$36.6
11/14/2016,$36.29,32739565,$37.6,$37.65,$35.638
11/15/2016,$36.754,19498715,$36.556,$37.286,$36.41
11/16/2016,$36.786,17163340,$36.53,$36.946,$36.242
11/17/2016,$37.732,24404845,$36.698,$37.898,$36.422
11/18/2016,$37.004,26032365,$38.13,$38.6,$37
11/21/2016,$36.904,21779360,$37.008,$37.778,$36.882
11/22/2016,$38.234,28006190,$37.168,$38.294,$36.742
11/23/2016,$38.628,24451425,$38.122,$39.1288,$37.8
11/25/2016,$39.33,11830490,$38.728,$39.4474,$38.728
11/28/2016,$39.224,22605410,$39.096,$39.87,$38.91
11/29/2016,$37.914,22176560,$39.112,$39.346,$37.9
11/30/2016,$37.88,17724455,$38.2,$38.378,$37.5
12/01/2016,$36.376,25595525,$37.65,$37.706,$36.2
12/02/2016,$36.294,20201005,$36.576,$36.976,$36
12/05/2016,$37.36,20347400,$36.502,$37.778,$36.502
12/06/2016,$37.17,16946825,$37.104,$37.316,$36.5365
12/07/2016,$38.63,27285355,$37.23,$38.68,$37
12/08/2016,$38.458,15968420,$38.41,$38.5,$37.908
12/09/2016,$38.436,13604685,$38.174,$38.7672,$38.162
