Date,Close,Volume,Open,High,Low
05/16/2013,$18.4496,107889850,$18.94,$19,$17.732
05/17/2013,$18.3,94934400,$18.5,$18.888,$17.5
05/20/2013,$17.988,41631805,$18.224,$18.5,$17.726
05/21/2013,$17.518,44980230,$17.7,$17.998,$17.056
05/22/2013,$17.448,42821930,$17.274,$18.192,$17.1
05/23/2013,$18.546,60078500,$16.961,$18.602,$16.61
05/24/2013,$19.416,80389900,$18.52,$19.59,$18.4
05/28/2013,$22.0668,97980450,$20.31,$22.15,$20.06
05/29/2013,$20.9258,125307350,$22.71,$22.98,$19.8
05/30/2013,$20.99,80648600,$20.492,$21.908,$20.24
05/31/2013,$19.552,75726850,$21.252,$21.288,$19.546
06/03/2013,$18.518,95670000,$19.524,$19.524,$17.65
06/04/2013,$18.968,44189470,$18.55,$19.284,$18.48
06/05/2013,$19.074,61047800,$18.732,$19.594,$17.822
06/06/2013,$19.47,47545400,$19.05,$19.854,$19.022
06/07/2013,$20.408,53530900,$19.6,$20.58,$19.34
06/10/2013,$20.01,46035700,$19.786,$20.504,$19.714
06/11/2013,$18.894,36959350,$19.636,$19.736,$18.81
06/12/2013,$19.546,45922485,$19.36,$20.096,$19.15
06/13/2013,$19.636,29806715,$19.8,$19.856,$19.024
06/14/2013,$20.06,32807240,$20,$20.504,$19.866
06/17/2013,$20.44,35318210,$20.72,$20.95,$20.24
06/18/2013,$20.678,43966165,$20.35,$20.796,$19.84
06/19/2013,$20.936,42891460,$20.412,$21.334,$20.402
06/20/2013,$20.13,50518300,$20.93,$21.426,$19.89
06/21/2013,$19.91,58512450,$20.74,$20.74,$19.5
06/24/2013,$20.298,35576110,$19.3,$20.574,$19.06
06/25/2013,$20.48,29229285,$20.62,$20.84,$20.11
06/26/2013,$21.144,32960450,$20.76,$21.174,$20.532
06/27/2013,$21.85,43693535,$21.35,$22.05,$21.2264
06/28/2013,$21.472,28739015,$21.714,$21.888,$21.342
07/01/2013,$23.4358,54414150,$21.872,$23.554,$21.83
07/02/2013,$23.564,60307950,$23.651,$24.378,$23.1
07/03/2013,$23.048,24033310,$23.6,$23.85,$22.854
07/05/2013,$24.018,34076160,$23.664,$24.056,$23.14
07/08/2013,$24.322,39021815,$24.274,$24.436,$23.764
07/09/2013,$24.69,42835375,$24.928,$25.064,$24.382
07/10/2013,$24.454,28461860,$24.638,$24.65,$24.158
07/11/2013,$25.122,37403455,$24.976,$25.218,$24.47
07/12/2013,$25.98,56709950,$25.1,$25.988,$24.902
07/15/2013,$25.452,49572045,$26.606,$26.6518,$25.364
07/16/2013,$21.81,161626750,$25.256,$25.264,$21.46
07/17/2013,$24.05,129970750,$21.304,$24.324,$20.9
07/18/2013,$23.806,56821850,$24.194,$24.546,$23.236
07/19/2013,$23.936,29419815,$23.7,$24.11,$23.302
07/22/2013,$24.486,48985965,$23.978,$25.336,$23.976
07/23/2013,$24.548,38677080,$24.8,$25.112,$24.364
07/24/2013,$24.34,34332715,$24.894,$24.9,$23.912
07/25/2013,$24.814,26419370,$24.08,$24.95,$24.038
07/26/2013,$25.878,48136135,$25.628,$26.136,$25.322
07/29/2013,$26.924,48390425,$25.864,$27.074,$25.65
07/30/2013,$26.348,65599600,$26.96,$27.498,$25.636
07/31/2013,$26.856,31691290,$26.514,$26.995,$26.29
08/01/2013,$27.11,26537455,$27,$27.304,$26.5262
08/02/2013,$27.6,31105795,$26.918,$27.65,$26.722
08/05/2013,$28.936,50854100,$28.002,$28.978,$27.93
08/06/2013,$28.43,46261290,$28.95,$29.146,$28.22
08/07/2013,$26.846,89093000,$28.378,$28.39,$26.472
08/08/2013,$30.696,136167950,$30.871,$31.776,$30.092
08/09/2013,$30.6,44630980,$30.48,$31.19,$30.25
08/12/2013,$29.476,74428950,$29.886,$30.1,$28.41
08/13/2013,$29.086,43624205,$29.9,$29.968,$28.89
08/14/2013,$27.872,58400050,$28.544,$28.968,$27.61
08/15/2013,$27.934,50895350,$27.286,$28.72,$27
08/16/2013,$28.4,35468960,$28.326,$28.7814,$28.194
08/19/2013,$28.98,40109510,$28.6854,$29.476,$28.566
08/20/2013,$29.916,31939125,$29.73,$29.956,$29.4
08/21/2013,$29.572,31248990,$30,$30.0618,$29.25
08/22/2013,$31.42,52721100,$29.844,$31.496,$29.628
08/23/2013,$32.3678,64566600,$31.4,$32.46,$31
08/26/2013,$32.844,120356000,$33.03,$34.6,$32.05
08/27/2013,$33.402,87578350,$32.46,$33.76,$32.19
08/28/2013,$33.29,73566600,$33.812,$34.3,$32.65
08/29/2013,$33.212,47177350,$32.843,$33.55,$32.502
08/30/2013,$33.8,54989150,$33.274,$33.842,$32.792
09/03/2013,$33.788,60107350,$34.68,$34.74,$33.28
09/04/2013,$34.1244,57237200,$33.954,$34.324,$33.112
09/05/2013,$33.986,33426460,$34.02,$34.3,$33.65
09/06/2013,$33.394,43009195,$33.714,$33.94,$33.03
09/09/2013,$32.14,71556250,$32.624,$32.9,$31.702
09/10/2013,$33.274,44738400,$32.29,$33.5,$32.126
09/11/2013,$32.704,29077485,$33.282,$33.579,$32.426
09/12/2013,$32.986,30479075,$32.8,$33.352,$32.102
09/13/2013,$33.108,26984365,$32.554,$33.274,$32.432
09/16/2013,$33.316,37898635,$33.6,$34.17,$33.17
09/17/2013,$33.246,27484620,$33.016,$33.684,$32.6722
09/18/2013,$33.2436,26611715,$33.414,$33.49,$32.84
09/19/2013,$35.584,77885100,$34.16,$36.094,$33.816
09/20/2013,$36.678,66878550,$35.78,$37.166,$35.712
09/23/2013,$36.222,40863595,$36.896,$37.096,$35.422
09/24/2013,$36.466,31362210,$35.828,$36.992,$35.53
09/25/2013,$37.0476,41176135,$36.712,$37.26,$36.1
09/26/2013,$37.728,33070965,$37.34,$37.936,$37.1222
09/27/2013,$38.18,29575235,$37.504,$38.256,$37.286
09/30/2013,$38.674,44616415,$37.8,$38.9,$37.6
10/01/2013,$38.6,38773470,$38.792,$38.846,$37.674
10/02/2013,$36.19,103588900,$37.718,$38.366,$35.08
10/03/2013,$34.662,118824850,$35.009,$35.938,$33.6
10/04/2013,$36.196,71838250,$35.28,$36.236,$34.53
10/07/2013,$36.614,57305000,$36.492,$37.346,$36.052
10/08/2013,$34.946,68621100,$36.88,$37.186,$34.642
10/09/2013,$33.756,76506100,$34.946,$34.998,$32.3
10/10/2013,$34.586,44183080,$34.618,$35.15,$33.938
10/11/2013,$35.74,41480665,$34.55,$35.8576,$34.24
10/14/2013,$35.944,38786390,$35,$36.5,$34.83
10/15/2013,$36.788,54776250,$37.056,$37.7578,$36.636
10/16/2013,$36.712,40947420,$36.98,$37.46,$36.418
10/17/2013,$36.5604,33445845,$36.708,$36.96,$36.198
10/18/2013,$36.68,29535480,$36.83,$37.192,$36.504
10/21/2013,$34.52,57586500,$36.656,$36.678,$34.2
10/22/2013,$34.308,56929650,$34.1,$35.556,$33.222
10/23/2013,$32.9,66596350,$33.782,$34.362,$32.03
10/24/2013,$34.63,53913500,$33,$34.9,$32.5651
10/25/2013,$33.932,37887265,$34.842,$34.9,$33.36
10/28/2013,$32.572,39035760,$34.036,$34.1,$32.44
10/29/2013,$32.894,70416900,$32.552,$33.0892,$30.6
10/30/2013,$31.844,41866810,$32.926,$33.536,$31.634
10/31/2013,$31.988,46664725,$31.134,$32.488,$30.66
11/01/2013,$32.434,35801305,$32.6,$33.18,$32.082
11/04/2013,$35.04,65265600,$33,$35.078,$32.844
11/05/2013,$35.362,108570900,$36,$36.286,$34.272
11/06/2013,$30.232,155148850,$30.962,$32.146,$29.271
11/07/2013,$27.9544,110936100,$28.838,$29.13,$27.524
11/08/2013,$27.59,112230700,$27.296,$28.12,$26.464
11/11/2013,$28.9396,69822450,$28.2,$29.084,$27.42
11/12/2013,$27.56,74520750,$28.938,$28.94,$27.236
11/13/2013,$27.74,63097700,$28.168,$28.474,$27.2685
11/14/2013,$27.52,60812650,$27.784,$28.08,$26.8222
11/15/2013,$27.09,49353595,$27.37,$27.59,$26.87
11/18/2013,$24.316,115260700,$27.054,$27.09,$23.922
11/19/2013,$25.218,98919450,$23.886,$25.8,$23.844
11/20/2013,$24.222,69150550,$25.216,$25.49,$23.812
11/21/2013,$24.42,59454750,$24.578,$24.9578,$24.05
11/22/2013,$24.276,55475700,$24.316,$24.55,$23.586
11/25/2013,$24.168,51289950,$24.9,$25.168,$24.06
11/26/2013,$24.1,69346150,$23.876,$24.544,$23.22
11/27/2013,$25.388,61714000,$24.262,$25.39,$23.904
11/29/2013,$25.456,48581095,$25.954,$26.118,$25.396
12/02/2013,$24.834,38212350,$25.27,$25.71,$24.7862
12/03/2013,$28.94,128100850,$26.536,$28.988,$26.318
12/04/2013,$27.79,65608100,$28.864,$28.886,$27.426
12/05/2013,$28.096,46388975,$28.03,$28.67,$27.9
12/06/2013,$27.472,39407950,$28.302,$28.498,$27.26
12/09/2013,$28.32,45071970,$27.4,$28.34,$26.842
12/10/2013,$28.438,53628050,$28.01,$29.174,$27.972
12/11/2013,$27.93,35641455,$28.376,$28.61,$27.898
12/12/2013,$29.494,53706800,$27.94,$29.648,$27.706
12/13/2013,$29.5308,52953100,$29.61,$30.36,$29.464
12/16/2013,$29.588,33304805,$29.696,$30.086,$29.22
12/17/2013,$30.492,52362300,$29.516,$30.926,$29.2647
12/18/2013,$29.596,57825700,$30.448,$30.98,$29.19
12/19/2013,$28.144,63650150,$29.38,$29.4,$27.82
12/20/2013,$28.648,36760885,$28.316,$28.87,$28.316
12/23/2013,$28.71,26654545,$28.97,$29.248,$28.5202
12/24/2013,$30.282,49707425,$30,$30.994,$29.964
12/26/2013,$31.1,35556235,$31.008,$31.6,$30.858
12/27/2013,$30.224,27298345,$31.06,$31.1,$30.16
12/30/2013,$30.488,22309840,$30.224,$30.962,$30.15
12/31/2013,$30.0858,21311990,$30.464,$30.64,$29.7322
01/02/2014,$30.02,30941010,$29.96,$30.4954,$29.31
01/03/2014,$29.912,23457945,$30,$30.438,$29.7202
01/06/2014,$29.4,26805360,$30,$30.08,$29.048
01/07/2014,$29.872,25170415,$29.524,$30.08,$29.05
01/08/2014,$30.256,30774340,$29.77,$30.74,$29.752
01/09/2014,$29.506,26903120,$30.5,$30.686,$29.37
01/10/2014,$29.144,37229305,$29.692,$29.78,$28.45
01/13/2014,$27.868,31574160,$29.156,$29.4,$27.564
01/14/2014,$32.254,137794000,$28.1,$32.4,$27.3342
01/15/2014,$32.826,102306550,$33.69,$34.446,$32.42
01/16/2014,$34.194,59789900,$32.5,$34.54,$32.48
01/17/2014,$34.002,46028080,$34.038,$34.64,$33.59
01/21/2014,$35.336,47752230,$34.248,$35.458,$34.162
01/22/2014,$35.712,35108845,$35.562,$36.0638,$34.952
01/23/2014,$36.3,39318840,$35.446,$36.476,$34.684
01/24/2014,$34.92,38420670,$35.57,$36.096,$34.7062
01/27/2014,$33.924,43573575,$35.032,$35.584,$32.942
01/28/2014,$35.676,30451980,$34.3,$35.796,$34.2
01/29/2014,$35.046,29670415,$35.06,$35.818,$34.6262
01/30/2014,$36.568,42811815,$35.6,$36.956,$35.402
01/31/2014,$36.282,32539785,$35.77,$37.2,$35.7029
02/03/2014,$35.422,33821305,$36.578,$36.9759,$35.032
02/04/2014,$35.746,23428695,$36.14,$36.32,$35.24
02/05/2014,$34.884,36338370,$35.66,$36.118,$33.872
02/06/2014,$35.676,29203640,$35.26,$36.022,$35.2
02/07/2014,$37.306,44756235,$36.202,$37.326,$35.92
02/10/2014,$39.312,64817250,$37.868,$39.86,$37.864
02/11/2014,$39.324,53409150,$39.794,$40.44,$38.54
02/12/2014,$39.064,25859440,$39.156,$39.6538,$38.864
02/13/2014,$39.926,40124740,$38.668,$40.544,$38.65
02/14/2014,$39.646,30821855,$39.62,$40.376,$39.4
02/18/2014,$40.74,46637070,$41.0488,$41.2,$40.272
02/19/2014,$38.728,80193500,$40.74,$40.74,$38.682
02/20/2014,$41.994,90004700,$43.002,$43.042,$41.254
02/21/2014,$41.92,39086760,$42.328,$42.796,$41.838
02/24/2014,$43.53,41431365,$41.752,$43.672,$41.664
02/25/2014,$49.6,163243550,$46,$51.84,$45.69
02/26/2014,$50.6,122675650,$51.716,$53,$49.5
02/27/2014,$50.508,89696100,$52.25,$52.38,$49.666
02/28/2014,$48.962,72925750,$49.93,$50.536,$48.51
03/03/2014,$50.112,65416300,$47.452,$50.33,$46.998
03/04/2014,$50.968,43697230,$51.696,$52,$50.566
03/05/2014,$50.532,29660185,$51.344,$51.398,$50.36
03/06/2014,$50.588,36784600,$50.828,$51.5,$49.89
03/07/2014,$49.242,39032820,$50.588,$50.97,$48.882
03/10/2014,$47.768,38626180,$48.54,$48.6,$47.212
03/11/2014,$46.882,43964930,$47.3,$48.92,$46.4852
03/12/2014,$48.298,48896380,$46.3,$49.5,$46.222
03/13/2014,$47.558,31115750,$48.758,$48.838,$46.8
03/14/2014,$46.194,41270175,$47.058,$47.3873,$45.664
03/17/2014,$46.796,29492015,$46.99,$47.586,$46.1
03/18/2014,$48.008,31156050,$47.39,$48.3,$47.004
03/19/2014,$47.168,25317170,$48.278,$48.31,$46.702
03/20/2014,$46.982,19055155,$47.232,$47.85,$46.672
03/21/2014,$45.778,41071035,$47.204,$47.24,$45.5
03/24/2014,$44.034,56637150,$45.95,$45.98,$42.054
03/25/2014,$44.088,39261930,$44.828,$45.41,$43.58
03/26/2014,$42.592,34431395,$44.39,$44.52,$42.27
03/27/2014,$41.464,47467685,$42.474,$42.72,$40.6
03/28/2014,$42.474,48333290,$42.56,$43.344,$42.054
03/31/2014,$41.69,41836945,$43.3,$43.35,$41.278
04/01/2014,$43.394,36767870,$41.804,$43.632,$41.716
04/02/2014,$46.058,53691550,$44,$46.178,$43.61
04/03/2014,$45.08,54540400,$46.06,$47.146,$44.4
04/04/2014,$42.445,56601550,$45.202,$45.654,$42.25
04/07/2014,$41.504,49142715,$41.162,$43.24,$40.702
04/08/2014,$43.092,34374065,$42.01,$43.298,$41.284
04/09/2014,$43.386,25699405,$43.352,$43.69,$42.178
04/10/2014,$40.838,35939080,$43.364,$43.5,$40.758
04/11/2014,$40.756,45327920,$40.122,$41.4,$39.72
04/14/2014,$39.618,38425615,$41.52,$41.688,$38.882
04/15/2014,$38.782,68267100,$39.818,$39.858,$36.864
04/16/2014,$39.822,35956305,$39.4,$39.998,$38.164
04/17/2014,$39.624,29621220,$39.922,$40.458,$38.816
04/21/2014,$40.876,26269415,$39.416,$41.24,$38.8
04/22/2014,$43.728,48973435,$41.272,$43.866,$41.002
04/23/2014,$41.598,36342195,$43.266,$43.348,$41.4
04/24/2014,$41.572,27458400,$42.162,$42.56,$40.64
04/25/2014,$39.97,34907300,$40.4,$41.34,$39.53
04/28/2014,$39.702,35168285,$40,$40.758,$38.1
04/29/2014,$41.384,28886165,$39.642,$41.4298,$39.106
04/30/2014,$41.578,22160815,$40.72,$41.632,$40.256
05/01/2014,$41.546,27175680,$41.416,$42.804,$41.138
05/02/2014,$42.182,20410550,$41.72,$42.272,$41.304
05/05/2014,$43.322,25706880,$41.896,$43.538,$41.704
05/06/2014,$41.456,28100315,$43.32,$43.7319,$41.37
05/07/2014,$40.27,48951160,$41.928,$42.04,$39.45
05/08/2014,$35.718,100095500,$36.4,$38.88,$35.6
05/09/2014,$36.452,42395025,$35.972,$36.68,$35.444
05/12/2014,$36.934,34965110,$36.774,$37.438,$35.976
05/13/2014,$38.032,35424395,$36.752,$38.268,$36.6
05/14/2014,$38.124,27032425,$37.79,$38.696,$37.42
05/15/2014,$37.718,30170875,$37.996,$38.532,$37.06
05/16/2014,$38.312,22418965,$37.79,$38.408,$37.544
05/19/2014,$39.218,22806140,$38.144,$39.378,$38
05/20/2014,$39.06,27716460,$39.388,$39.866,$38.614
05/21/2014,$39.89,26399795,$39.236,$39.974,$38.958
05/22/2014,$40.976,31056125,$40.07,$41.376,$39.9121
05/23/2014,$41.46,20031875,$40.906,$41.552,$40.5
05/27/2014,$42.312,26705155,$41.704,$42.774,$41.54
05/28/2014,$42.048,27466740,$42.004,$42.554,$41.052
05/29/2014,$42.048,18445290,$42.114,$42.498,$41.544
05/30/2014,$41.554,27876500,$42.06,$42.96,$41.404
06/02/2014,$40.94,23261640,$41.466,$41.87,$40.334
06/03/2014,$40.988,19255155,$40.698,$41.6,$40.518
06/04/2014,$40.798,17131360,$40.87,$41.252,$40.0792
06/05/2014,$41.38,20251490,$40.894,$41.84,$40.81
06/06/2014,$41.6342,15362100,$41.95,$42.162,$41.436
06/09/2014,$41.062,13986220,$41.59,$41.998,$40.84
06/10/2014,$40.46,17562885,$40.886,$41.394,$40.31
06/11/2014,$40.894,19864175,$40.3,$41,$39.8502
06/12/2014,$40.704,29954345,$41.02,$41.976,$40.542
06/13/2014,$41.284,17692900,$40.956,$41.358,$40.3168
06/16/2014,$44.922,65897150,$41.352,$45.098,$41.252
06/17/2014,$46.334,66225050,$44.822,$47.108,$44.57
06/18/2014,$45.424,34678640,$46.3,$46.342,$45.224
06/19/2014,$45.558,43937060,$45.776,$47.062,$45.4
06/20/2014,$45.918,24169155,$45.704,$46.258,$45.24
06/23/2014,$47.444,38934200,$45.902,$47.798,$45.644
06/24/2014,$46.5,40364705,$47.794,$48.376,$46.3256
06/25/2014,$47.3782,28988235,$46.61,$47.51,$46.048
06/26/2014,$47.12,25579315,$47.434,$48.08,$46.8422
06/27/2014,$47.812,28152390,$46.938,$48,$46.9
06/30/2014,$48.012,24137145,$47.91,$48.898,$47.8
07/01/2014,$47.944,21677860,$48.492,$48.688,$47.74
07/02/2014,$45.885,40116800,$48.132,$48.466,$45.414
07/03/2014,$45.85,25833580,$46.258,$46.3797,$44.8
07/07/2014,$44.532,29450155,$45.5,$45.956,$44.08
07/08/2014,$43.814,39179380,$43.73,$44.192,$42.854
07/09/2014,$44.612,20546000,$44.254,$44.844,$43.842
07/10/2014,$43.892,24300910,$43.436,$44.444,$43.208
07/11/2014,$43.626,16497100,$44.122,$44.32,$43.52
07/14/2014,$45.34,35989925,$43.998,$45.758,$43.09
07/15/2014,$43.916,28573055,$45.346,$45.53,$43.62
07/16/2014,$43.432,20208345,$44.364,$44.96,$43.364
07/17/2014,$43.08,23237585,$43.232,$44.11,$42.72
07/18/2014,$44.004,21257155,$43.19,$44.242,$43.186
07/21/2014,$44.108,19104265,$43.45,$44.642,$43.344
07/22/2014,$43.916,13634850,$44.438,$44.66,$43.8223
07/23/2014,$44.498,15381945,$44.002,$44.95,$43.886
07/24/2014,$44.708,15560840,$44.65,$45.02,$44.16
07/25/2014,$44.714,15432060,$44.544,$45.394,$44.35
07/28/2014,$44.964,32500405,$44.85,$46.4,$44.2804
07/29/2014,$45.002,16898950,$45.322,$45.66,$44.972
07/30/2014,$45.784,24569245,$44.384,$45.92,$44.208
07/31/2014,$44.66,37894410,$45.852,$46.28,$44.3
08/01/2014,$46.654,59450800,$45.218,$47.5,$45.2
08/04/2014,$47.704,29790425,$46.876,$48.1,$46.654
08/05/2014,$47.698,26872695,$47.494,$48.598,$47.138
08/06/2014,$49.786,46075555,$47.78,$50.284,$47.716
08/07/2014,$50.478,37232495,$50.024,$51.3376,$49.824
08/08/2014,$49.626,25439305,$50.232,$50.352,$49.3
08/11/2014,$51.864,40310890,$51.096,$52.748,$51
08/12/2014,$51.992,31876735,$51.616,$52.06,$50.916
08/13/2014,$52.062,34483070,$52.402,$53.128,$51.922
08/14/2014,$52.276,20583810,$52.498,$52.6,$51.3
08/15/2014,$52.402,19277350,$52.296,$52.418,$51.7
08/18/2014,$51.988,29154325,$52.65,$53.452,$51.95
08/19/2014,$51.352,26663730,$51.774,$51.866,$50.324
08/20/2014,$51.142,15064280,$50.934,$51.748,$50.6
08/21/2014,$50.868,14553355,$51.304,$51.76,$50.652
08/22/2014,$51.356,14165305,$50.908,$51.39,$50.522
08/25/2014,$52.51,21521360,$51.638,$52.736,$51.638
08/26/2014,$52.348,19062705,$52.996,$53.1,$52.332
08/27/2014,$52.65,14919150,$52.7,$52.848,$52.058
08/28/2014,$52.772,14218240,$52.378,$52.896,$52.328
08/29/2014,$53.94,32180880,$53.74,$54.4,$53.502
09/02/2014,$56.824,48911695,$55.1,$56.978,$54.86
09/03/2014,$56.238,33832100,$57.534,$57.6,$56.02
09/04/2014,$57.208,41330865,$56.802,$58.284,$56.08
09/05/2014,$55.478,55819100,$56.51,$56.58,$54.502
09/08/2014,$56.422,27475800,$55.524,$56.976,$55.5045
09/09/2014,$55.696,22780615,$56.598,$57.098,$55.4
09/10/2014,$56.22,18882965,$55.9,$56.282,$54.732
09/11/2014,$56.062,18808085,$56.092,$56.958,$55.726
09/12/2014,$55.84,16616500,$56.1,$56.478,$55.4
09/15/2014,$50.772,82169200,$54.874,$54.88,$49.826
09/16/2014,$52.148,41487270,$51.03,$52.492,$50.484
09/17/2014,$52.276,25864970,$52.482,$52.94,$51.9
09/18/2014,$52.764,18447385,$52.672,$53.12,$52.464
09/19/2014,$51.864,34004875,$51.598,$52.286,$51.054
09/22/2014,$50.006,41045930,$51,$51.204,$48.942
09/23/2014,$50.082,28282835,$49.044,$50.76,$49
09/24/2014,$50.428,18725025,$50.224,$50.568,$49.408
09/25/2014,$49.39,24164265,$50.504,$50.992,$49.22
09/26/2014,$49.32,18974560,$49.65,$49.946,$49.214
09/29/2014,$49.052,24259340,$48.8,$49.728,$48.276
09/30/2014,$48.536,21180480,$49.384,$49.53,$48.025
10/01/2014,$48.048,29702830,$48.44,$48.532,$47.13
10/02/2014,$50.284,44941500,$50.04,$50.558,$49.072
10/03/2014,$51.042,27017995,$50.612,$51.3,$50.2066
10/06/2014,$52.124,38530965,$51.826,$52.498,$51.56
10/07/2014,$51.914,22392790,$51.706,$52.292,$51.146
10/08/2014,$51.856,25234365,$52.02,$52.576,$50.528
10/09/2014,$51.402,36695485,$52.45,$53.108,$50.88
10/10/2014,$47.382,64429600,$48.928,$49.178,$47.04
10/13/2014,$44.918,56257000,$47.714,$47.7926,$44.2
10/14/2014,$45.412,35497460,$45.65,$46.494,$44.6
10/15/2014,$45.94,45591655,$44,$46.198,$43.464
10/16/2014,$45.27,26969150,$43.944,$45.984,$43.82
10/17/2014,$45.496,52739850,$46.676,$46.954,$45.31
10/20/2014,$46.094,17448925,$45.344,$46.48,$45.102
10/21/2014,$47.068,20532980,$46.854,$47.078,$46.16
10/22/2014,$46.22,20581215,$46.638,$47.478,$46.112
10/23/2014,$47.058,17431525,$46.931,$47.256,$46.4
10/24/2014,$47.048,17294025,$47.254,$47.56,$46.24
10/27/2014,$44.334,47664940,$46.85,$46.922,$44.062
10/28/2014,$48.554,52219500,$45.92,$48.92,$45.65
10/29/2014,$47.62,24805065,$48.226,$48.3,$47.128
10/30/2014,$47.732,16129405,$47.628,$48.1,$47.012
10/31/2014,$48.34,18825800,$48.502,$48.624,$47.75
11/03/2014,$48.518,21016040,$48.6,$49.512,$48.264
11/04/2014,$47.786,18368160,$48.098,$48.47,$47.306
11/05/2014,$46.194,42487090,$48.2,$48.272,$46.106
11/06/2014,$48.244,76682750,$46.898,$49.338,$45.7
11/07/2014,$48.04,25774465,$48.438,$48.568,$47.44
11/10/2014,$48.386,22819070,$47.822,$48.576,$47.36
11/11/2014,$50.216,39734490,$48.51,$50.364,$48.4
11/12/2014,$49.82,29308195,$49.944,$50.468,$49.116
11/13/2014,$50.34,31151440,$50.124,$51.15,$50.05
11/14/2014,$51.736,30466925,$50,$51.77,$49.7
11/17/2014,$50.796,20086780,$51.498,$51.8,$50.404
11/18/2014,$51.54,22337135,$51.172,$51.998,$51.102
11/19/2014,$49.548,39564780,$50.122,$50.376,$49.12
11/20/2014,$49.742,17917480,$49.59,$50.186,$49.2
11/21/2014,$48.556,37313360,$50.442,$50.556,$48.434
11/24/2014,$49.344,23901010,$49.04,$49.52,$48.128
11/25/2014,$49.618,15773550,$49.47,$49.944,$49.2181
11/26/2014,$49.688,9904160,$49.668,$49.8,$49.3201
11/28/2014,$48.904,10598440,$49.07,$49.338,$48.504
12/01/2014,$46.328,43018995,$48.232,$48.494,$45.802
12/02/2014,$46.286,29357795,$46.914,$46.976,$45.6
12/03/2014,$45.86,26498375,$45.25,$45.944,$45.1
12/04/2014,$45.656,19314005,$45.72,$46.18,$45.562
12/05/2014,$44.742,30306950,$45.734,$45.8778,$44.452
12/08/2014,$42.872,46086880,$44.308,$44.972,$42.468
12/09/2014,$43.378,47135325,$41.868,$43.5459,$40.854
12/10/2014,$41.968,36540865,$42.826,$43.354,$41.54
12/11/2014,$41.776,33422295,$42.106,$43.086,$41.646
12/12/2014,$41.4,35835870,$40.964,$42.336,$40.9
12/15/2014,$40.808,25978235,$41.858,$41.96,$40.534
12/16/2014,$39.562,42080895,$40.178,$40.736,$39.074
12/17/2014,$41.164,36815180,$38.612,$41.33,$38.53
12/18/2014,$43.652,37325610,$42.476,$43.688,$42.36
12/19/2014,$43.858,34510305,$44.038,$44.08,$42.9
12/22/2014,$44.52,24012735,$44,$44.812,$43.652
12/23/2014,$44.194,22547725,$44.762,$44.863,$43.9048
12/24/2014,$44.452,6667590,$43.954,$44.5,$43.85
12/26/2014,$45.564,16622185,$44.302,$45.7,$44.3
12/29/2014,$45.142,14014910,$45.38,$45.582,$44.804
12/30/2014,$44.446,14491360,$44.798,$45.1308,$44.28
12/31/2014,$44.482,11964735,$44.618,$45.136,$44.45
01/02/2015,$43.862,23766195,$44.574,$44.65,$42.652
01/05/2015,$42.018,26777425,$42.91,$43.3,$41.4325
01/06/2015,$42.256,31288255,$42.012,$42.84,$40.842
01/07/2015,$42.19,14826650,$42.67,$42.956,$41.956
01/08/2015,$42.123,17174505,$42.562,$42.76,$42.002
01/09/2015,$41.332,22956550,$41.784,$41.996,$40.992
01/12/2015,$40.442,29728035,$40.61,$40.894,$39.85
01/13/2015,$40.85,21238520,$40.664,$41.522,$40.1822
01/14/2015,$38.538,57581700,$37.166,$39.04,$37
01/15/2015,$38.374,26023885,$38.898,$39.15,$38
01/16/2015,$38.614,17954275,$38.14,$38.898,$37.93
01/20/2015,$38.386,22453405,$38.774,$38.824,$37.408
01/21/2015,$39.314,20720605,$37.91,$39.736,$37.902
01/22/2015,$40.324,20518765,$39.4,$40.648,$39.04
01/23/2015,$40.258,17205260,$40.058,$40.7,$39.666
01/26/2015,$41.31,16155605,$40.366,$41.724,$40.21
01/27/2015,$41.196,13889630,$40.884,$41.606,$40.66
01/28/2015,$39.874,15697405,$41.222,$41.2736,$39.684
01/29/2015,$41.04,17712885,$40.214,$41.196,$39.3
01/30/2015,$40.72,15006340,$40.792,$41.494,$40.6
02/02/2015,$42.188,20719250,$40.794,$42.39,$40.66
02/03/2015,$43.672,24079170,$42.644,$44.074,$42.254
02/04/2015,$43.71,16522085,$43.658,$44.2958,$43.36
02/05/2015,$44.198,17591580,$43.976,$45.096,$43.9276
02/06/2015,$43.472,16179280,$44.4,$44.68,$43.3
02/09/2015,$43.496,17348880,$43.076,$43.586,$42.398
02/10/2015,$43.258,26744310,$43.51,$44.1,$43
02/11/2015,$42.56,45265415,$42.442,$42.948,$41.456
02/12/2015,$40.576,78134150,$38.714,$40.6176,$38.656
02/13/2015,$40.754,30741035,$40.58,$41.198,$40.182
02/17/2015,$40.87,19822775,$41.14,$41.14,$40.3
02/18/2015,$40.892,13554490,$40.834,$41.234,$40.52
02/19/2015,$42.341,25686015,$41,$42.488,$40.75
02/20/2015,$43.422,29891880,$42.156,$43.52,$41.962
02/23/2015,$41.467,42435655,$43.132,$43.64,$41.266
02/24/2015,$40.822,32936490,$41.458,$41.458,$40.34
02/25/2015,$40.752,19537525,$40.988,$41.428,$40.516
02/26/2015,$41.438,32340100,$40.8,$42.218,$40.444
02/27/2015,$40.668,19356985,$41.38,$41.71,$40.56
